T, emu/g
0, 0
0.19999999999999973, 4.807692307692321
0.3925925925925924, 9.615384615384642
0.5999999999999996, 14.423076923076962
0.8074074074074074, 19.230769230769226
1, 23.55769230769232
1.2074074074074068, 27.884615384615415
1.4, 32.21153846153845
1.6074074074074067, 36.05769230769232
2.0074074074074075, 43.26923076923083
1.7999999999999998, 39.42307692307696
2.1999999999999997, 46.634615384615415
2.407407407407408, 50
2.6, 52.884615384615415
2.8074074074074074, 55.769230769230774
3.0148148148148146, 58.65384615384619
3.2074074074074077, 61.538461538461604
3.4, 63.942307692307736
3.607407407407407, 66.34615384615387
3.8148148148148144, 68.75000000000003
4.007407407407406, 71.15384615384616
4.199999999999999, 73.55769230769232
4.4074074074074066, 75.48076923076925
4.6, 77.40384615384616
4.807407407407407, 79.3269230769231
5, 81.25
5.207407407407407, 83.17307692307693
5.4, 85.09615384615384
5.607407407407406, 86.53846153846155
