T, emu/g
0, 0
0.19999999999999973, 45.67307692307696
0.3925925925925924, 75.48076923076925
0.5999999999999996, 83.17307692307693
0.8074074074074074, 88.46153846153848
1, 92.78846153846155
1.2074074074074068, 96.63461538461542
1.4, 100.00000000000003
1.6074074074074067, 102.88461538461542
1.8148148148148144, 104.80769230769232
2.0074074074074075, 107.21153846153845
2.1999999999999997, 110.09615384615384
2.407407407407408, 112.0192307692308
2.6, 113.46153846153848
2.8074074074074074, 114.90384615384616
2.9999999999999996, 116.8269230769231
3.2074074074074077, 118.26923076923077
3.414814814814814, 119.71153846153848
3.607407407407407, 121.63461538461539
3.8148148148148144, 122.59615384615387
4.007407407407406, 124.03846153846152
4.2148148148148135, 125.48076923076923
4.4074074074074066, 126.44230769230771
4.614814814814814, 127.88461538461539
4.807407407407407, 128.84615384615387
5, 129.80769230769232
5.207407407407407, 130.76923076923077
5.4, 131.73076923076925
5.607407407407406, 132.6923076923077
