T, emu/g
0, 0
0.19999999999999973, 25.000000000000057
0.3925925925925924, 41.34615384615387
0.5999999999999996, 52.40384615384619
0.8074074074074074, 60.09615384615387
1, 66.82692307692307
1.1925925925925922, 72.59615384615387
1.4, 76.92307692307696
1.6074074074074067, 81.25
1.7999999999999998, 84.61538461538464
2.0074074074074075, 87.98076923076923
2.1999999999999997, 90.86538461538464
2.392592592592592, 93.26923076923077
2.6, 95.67307692307693
2.8074074074074074, 98.07692307692307
2.9999999999999996, 100.48076923076925
3.1925925925925918, 102.40384615384616
3.4, 104.3269230769231
3.607407407407407, 105.7692307692308
4.007407407407406, 109.61538461538464
3.7999999999999994, 107.69230769230771
4.2148148148148135, 111.05769230769229
4.4074074074074066, 112.5
4.6, 113.94230769230771
4.807407407407407, 115.38461538461539
5, 116.8269230769231
5.207407407407407, 117.78846153846155
5.4, 119.23076923076923
5.607407407407406, 120.19230769230768
