T, emu/g
0, 0
0.19999999999999973, 6.25
0.3925925925925924, 12.01923076923083
0.5999999999999996, 17.788461538461547
0.7925925925925923, 23.076923076923094
1, 28.36538461538464
1.1925925925925922, 33.173076923076906
1.4, 37.98076923076928
1.6074074074074067, 41.826923076923094
1.7999999999999998, 46.15384615384613
2.0074074074074075, 50
2.1999999999999997, 53.36538461538464
2.407407407407408, 56.730769230769226
2.6, 59.61538461538464
2.7925925925925923, 62.980769230769226
2.9999999999999996, 65.86538461538461
3.2074074074074077, 68.75000000000003
3.4, 71.15384615384616
3.607407407407407, 73.55769230769232
3.8148148148148144, 75.96153846153845
4.007407407407406, 78.36538461538464
4.2148148148148135, 80.28846153846155
4.4074074074074066, 82.69230769230771
4.614814814814814, 84.13461538461539
4.807407407407407, 86.05769230769235
5, 87.98076923076923
5.207407407407407, 89.90384615384619
5.4, 91.8269230769231
5.607407407407406, 93.26923076923077
