T, emu/g
0, 0
0.19999999999999973, 47.11538461538464
0.5999999999999996, 134.13461538461542
0.7925925925925923, 148.55769230769232
1, 153.36538461538464
1.2074074074074068, 155.76923076923077
1.4, 157.6923076923077
1.6074074074074067, 159.1346153846154
1.7999999999999998, 160.09615384615384
2.0074074074074075, 161.05769230769232
2.214814814814815, 162.01923076923077
2.407407407407408, 162.98076923076923
2.6148148148148143, 163.9423076923077
2.8074074074074074, 164.42307692307693
3.0148148148148146, 165.3846153846154
3.2074074074074077, 165.86538461538464
3.414814814814814, 166.8269230769231
3.607407407407407, 167.30769230769232
3.8148148148148144, 167.78846153846155
4.007407407407406, 168.26923076923077
4.2148148148148135, 168.75
4.4074074074074066, 169.71153846153848
4.614814814814814, 170.1923076923077
4.807407407407407, 170.67307692307693
5, 171.15384615384616
5.207407407407407, 171.6346153846154
5.4148148148148145, 172.1153846153846
5.607407407407406, 172.59615384615384
0.40740740740740744, 93.26923076923077
