T, emu/g
0, 0
0.19999999999999973, 47.11538461538464
0.40740740740740744, 94.23076923076923
0.5999999999999996, 138.46153846153848
0.8074074074074074, 156.73076923076925
1, 161.53846153846155
1.2074074074074068, 164.42307692307693
1.4, 166.34615384615387
1.6074074074074067, 167.78846153846155
1.7999999999999998, 169.23076923076923
2.0074074074074075, 170.1923076923077
2.1999999999999997, 170.67307692307693
2.407407407407408, 171.6346153846154
2.6148148148148143, 172.59615384615384
2.8074074074074074, 173.07692307692307
2.9999999999999996, 173.55769230769232
3.2074074074074077, 174.03846153846155
3.4, 175.00000000000003
3.607407407407407, 175.48076923076925
3.8148148148148144, 175.96153846153845
4.007407407407406, 176.44230769230768
4.2148148148148135, 176.92307692307693
4.4074074074074066, 177.40384615384616
4.6, 177.8846153846154
4.807407407407407, 178.3653846153846
5, 178.84615384615387
5.207407407407407, 179.3269230769231
5.4, 179.80769230769232
5.607407407407406, 180.28846153846155
