T, emu/g
0, 0
0.19999999999999973, 47.11538461538464
0.40740740740740744, 89.42307692307693
0.5999999999999996, 106.73076923076925
0.8074074074074074, 111.53846153846155
1, 114.42307692307693
1.2074074074074068, 117.30769230769235
1.4, 119.23076923076923
1.6074074074074067, 121.15384615384619
1.7999999999999998, 123.0769230769231
2.0074074074074075, 125.00000000000003
2.1999999999999997, 126.44230769230771
2.407407407407408, 127.88461538461539
2.6148148148148143, 129.32692307692307
2.8074074074074074, 130.76923076923077
2.9999999999999996, 131.73076923076925
3.2074074074074077, 133.1730769230769
3.414814814814814, 134.13461538461542
3.607407407407407, 135.09615384615387
3.8148148148148144, 136.53846153846155
4.007407407407406, 137.5
4.2148148148148135, 138.46153846153848
4.4074074074074066, 139.42307692307693
4.6, 140.3846153846154
4.807407407407407, 140.8653846153846
5.014814814814814, 142.30769230769232
5.192592592592593, 142.78846153846155
5.4, 143.75000000000003
5.607407407407406, 144.23076923076925
