T, emu/g
0, 0
0.20289855072463792, 6.466876971608883
0.4057971014492756, 12.145110410094674
0.6086956521739135, 18.29652996845425
0.8115942028985508, 24.447949526813886
1.0144927536231885, 29.1798107255521
1.2173913043478262, 34.38485804416405
1.4057971014492754, 38.64353312302842
1.608695652173913, 43.37539432176658
1.8115942028985508, 47.160883280757105
2.0000000000000004, 50.94637223974763
2.2173913043478266, 54.731861198738216
2.405797101449276, 58.0441640378549
2.608695652173913, 61.35646687697164
2.8115942028985508, 64.19558359621453
3.0144927536231885, 67.03470031545746
3.2028985507246377, 69.87381703470032
3.4057971014492754, 72.23974763406943
3.5942028985507246, 74.60567823343851
3.8115942028985508, 76.97160883280759
4, 79.3375394321767
4.202898550724637, 81.23028391167193
4.405797101449275, 83.1230283911672
4.608695652173913, 85.01577287066249
4.797101449275362, 86.90851735015775
4.9855072463768115, 88.80126182965304
5.202898550724638, 90.6940063091483
5.391304347826087, 92.11356466876973
5.5942028985507255, 93.53312302839117
