T, emu/g
0, 0
0.20289855072463792, 71.76656151419559
0.4057971014492756, 82.17665615141956
0.6086956521739135, 88.3280757097792
0.8115942028985508, 93.05993690851739
1.0144927536231885, 96.3722397476341
1.2173913043478262, 99.68454258675081
1.4202898550724639, 102.5236593059937
1.608695652173913, 104.88958990536278
1.8115942028985508, 107.7287066246057
2.014492753623189, 109.62145110410097
2.608695652173913, 114.82649842271294
2.405797101449276, 113.40694006309153
2.2173913043478266, 111.51419558359623
2.7971014492753623, 116.24605678233442
3, 117.66561514195587
3.2028985507246377, 119.08517350157729
3.4057971014492754, 120.97791798107258
3.5942028985507246, 122.39747634069406
3.7971014492753623, 123.81703470031547
4, 124.76340694006313
4.202898550724637, 125.70977917981077
4.391304347826087, 126.6561514195584
4.608695652173913, 128.07570977917985
4.797101449275362, 129.02208201892748
5, 129.9684542586751
5.202898550724638, 131.38801261829656
5.391304347826087, 132.3343848580442
5.5942028985507255, 133.28075709779182
