T, emu/g
0, 0
0.2173913043478264, 4.57413249211362
0.4057971014492756, 9.779179810725566
0.6086956521739135, 14.511041009463781
0.8115942028985508, 19.24290220820194
1, 23.9747634069401
1.2028985507246377, 28.23343848580447
1.4202898550724639, 32.492113564668784
1.608695652173913, 36.750788643533156
1.8115942028985508, 40.53627760252368
2.405797101449276, 50.473186119873844
2.014492753623189, 43.84858044164042
2.202898550724638, 47.63406940063095
2.608695652173913, 53.785488958990584
2.8115942028985508, 56.62460567823342
3.0144927536231885, 59.463722397476346
3.2028985507246377, 62.30283911671927
3.4057971014492754, 64.66876971608835
3.5942028985507246, 67.50788643533124
3.7971014492753623, 69.40063091482654
4, 71.76656151419559
4.202898550724637, 74.13249211356472
4.405797101449275, 76.02523659305996
4.594202898550725, 77.91798107255522
4.797101449275362, 79.81072555205049
4.9855072463768115, 81.70347003154578
5.391304347826087, 85.01577287066249
5.5942028985507255, 86.90851735015775
5.202898550724638, 83.59621451104104
