T, emu/g
0, 0
0.20289855072463792, 102.05047318611992
0.4057971014492756, 146.5299684542587
0.6086956521739135, 152.2082018927445
0.8115942028985508, 155.0473186119874
1.0144927536231885, 156.94006309148267
1.2173913043478262, 158.35962145110412
1.4057971014492754, 159.30599369085175
1.608695652173913, 160.2523659305994
1.8115942028985508, 161.19873817034704
2.014492753623189, 161.67192429022086
2.202898550724638, 162.61829652996846
2.608695652173913, 164.03785488958994
2.405797101449276, 163.0914826498423
2.8115942028985508, 164.51104100946375
3, 164.98422712933757
3.2028985507246377, 165.45741324921138
3.4057971014492754, 166.40378548895902
3.5942028985507246, 166.87697160883283
3.7971014492753623, 167.35015772870665
4, 167.82334384858046
4.202898550724637, 168.29652996845428
4.405797101449275, 168.7697160883281
4.594202898550725, 169.2429022082019
4.797101449275362, 170.18927444794954
4.9855072463768115, 170.66246056782336
5.188405797101449, 171.13564668769718
5.391304347826087, 171.60883280757102
5.5942028985507255, 172.08201892744484
