T, emu/g
0, 0
0.2173913043478264, 106.78233438485805
0.4057971014492756, 154.5741324921136
0.8115942028985508, 163.56466876971612
0.6086956521739135, 161.19873817034704
1, 165.45741324921138
1.2028985507246377, 167.35015772870665
1.4057971014492754, 168.29652996845428
1.608695652173913, 169.2429022082019
1.8115942028985508, 170.18927444794954
2.014492753623189, 170.66246056782336
2.202898550724638, 171.13564668769718
2.405797101449276, 171.60883280757102
2.608695652173913, 172.08201892744484
2.8115942028985508, 173.02839116719247
3, 173.50157728706628
3.2028985507246377, 173.97476340694007
3.4057971014492754, 174.92113564668773
3.5942028985507246, 174.92113564668773
3.7971014492753623, 175.86750788643536
4, 175.86750788643536
4.188405797101449, 176.34069400630918
4.391304347826087, 176.813880126183
4.594202898550725, 176.813880126183
4.797101449275362, 177.76025236593063
4.9855072463768115, 178.23343848580444
5.188405797101449, 178.70662460567826
5.391304347826087, 178.70662460567826
5.5942028985507255, 179.17981072555207
